,Unnamed: 0,Unnamed: 0.1,Growth Temp (Celsius),Metal_mmol (mmol),Chalcogen_mmol (mmol),CA_mmol (mmol),Amines_mmol (mmol),Phosphines_mmol (mmol),S_I_amount (g),S_II_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,diameter_nm,abs_nm,emission_nm
16,16,33,-0.2960690786296537,-0.4374862204428412,0.3064531753391106,-0.455986234203481,-0.4277118589533895,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2363316440975068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.9,459,477
17,17,34,-0.607440604019941,-0.4374862204428412,0.3064531753391106,-0.455986234203481,-0.4277118589533895,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2363316440975068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.8,440,459
18,18,35,-0.9188121294102284,-0.4374862204428412,0.3064531753391106,-0.455986234203481,-0.4277118589533895,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2363316440975068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6,427,454
19,19,36,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2260769694156932,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2,412,491.6666666666667
20,20,37,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2250341282130763,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6,461,491.6666666666667
21,21,38,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2239912870104593,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.9,482,491.6666666666667
22,22,39,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2229484458078423,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.3,519,525.0
23,23,40,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2219056046052254,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.2,553,535.0
24,24,41,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2208627634026084,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.7,571,535.0
25,25,42,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2198199221999915,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.3,608,624.0
26,26,43,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2187770809973745,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.1,641,624.0
27,27,44,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2177342397947576,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.5,658,627.0
28,28,45,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2166913985921406,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.3,681,627.0
29,29,46,0.1709882094557773,4.104648650987112,3.919645771077856,-0.525436684979579,-0.4981287381152882,4.303330831096015,0.4786500475402415,-0.3020874190505117,-0.2156485573895236,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.5,685,627.0
30,30,47,0.0153024467606336,0.1842508722243767,0.2972826357560174,-0.455986234203481,-0.459463895979803,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2363385268494441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.13,480,440.0
31,31,48,0.0153024467606336,0.1842508722243767,0.2972826357560174,-0.455986234203481,-0.459463895979803,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2354625402392459,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.31,500,525.0
32,32,49,0.0153024467606336,0.1842508722243767,0.2972826357560174,-0.455986234203481,-0.459463895979803,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.232334016631395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.59,525,550.0
33,33,50,0.0153024467606336,0.1842508722243767,0.2972826357560174,-0.455986234203481,-0.459463895979803,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.2198199221999915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.84,550,577.5
34,34,51,0.0153024467606336,0.1842508722243767,0.2972826357560174,-0.455986234203481,-0.459463895979803,-0.0713662962984518,-0.2411932929559912,-0.3020874190505117,-0.1697635444743774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.91,552,577.5
35,35,52,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,-0.1989630981476523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.9,520,535
36,36,53,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,-0.1322212611801669,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.07,548,558
37,37,54,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,-0.0279371409184709,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.19,570,580
38,38,55,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,0.0763469793432249,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.3,580,590
39,39,56,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,0.1806310996049208,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.39,595,600
40,40,57,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,0.2390302069514706,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.9,630,640
41,41,58,1.1051027856266395,-0.0402653001276741,-0.156659073607099,-0.525436684979579,1.9280741173883509,-0.2620864772059804,0.1089554847718116,-0.3020874190505117,0.2849152198666168,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.05,640,650
42,42,59,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,-0.2361570724801887,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.92,460,470
43,43,60,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,-0.2260769694156932,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.87,540,550
44,44,61,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,-0.205220145363354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.02,550,565
45,45,62,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,-0.1739349092848452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.15,555,570
46,46,63,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,-0.1113644371278277,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.38,565,575
47,47,64,0.326673972150921,-0.402945270850218,-0.4730426892238164,-0.525436684979579,1.6919507829786131,0.4634978554911061,-0.4025856322914537,-0.3020874190505117,0.1389174515002424,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.57,580,580
48,48,65,0.7937312602363521,-0.2302405228871019,-0.4271899913083501,-0.3008802274701956,-0.4981287381152882,-0.4519590128650311,0.1994245469598563,-0.3020874190505117,-0.2364428109697058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3,410,435
49,49,66,0.7937312602363521,-0.2302405228871019,-0.4271899913083501,-0.3008802274701956,-0.4981287381152882,-0.4519590128650311,0.1994245469598563,-0.3020874190505117,-0.2363385268494441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7,435,455
